recorded_at,Installation_Date,Measurement_Time,Fiber_Utilization,Latency_ms,Packet_Loss_Percent,Uptime_Performance,Fiber_Type,Cable_Length_km,Used_Fiber_Strands,Unused_Fiber_Strands,Connector_Type,Patch_Panel_Type,Optical_Power_dBm,Optical_Loss_dB,Attenuation_Rate,Bit_Error_Rate,Jitter_ms,Data_Rate_Unit,Data_Transmission_Rate,Error_Logs,Recent_Fiber_Breaks,Avg_Downtime_per_Fault_min,Signal_Degradation_Rate_Percent,Historical_Maintenance_Frequency,Fiber_Cut_Detection,Bending_Losses,Interference,Weather_Conditions,Fiber_Location,Nearby_Construction,Distance_from_Network_Node_km,Power_Supply_Stability,ONT_OLT_Signal_Strength,Router_Modem_Logs,Battery_Backup,Voltage_Stability,Device_Overheating,Alarms,Users_Affected,Customer_Complaints,SLA_Priority,Service_Type,Customer_Downtime_Tolerance,Truck_Roll_Requirement,Truck_Roll_Decision,Time_Range,Geographic_Region,Network_Node_Type,Issue_Type,Technician_Skill_Level,Customer_SLA_Priority,Customer_Satisfaction_Score,Complaint_Resolution_Time,Bandwidth_Gbps,Noise_dB,Customer_Churn_Rate,Maintenance_Type,Self_Service_Resolution,Technical_Efficiency,Ticket_Closure_Rate,First_Fix_Rate
2023-03-01 10:00:00,2023-03-01,10:00:00,78.96122223397514,17.960840170211014,1.3465201857971465,97.64177850182519,Single-mode,36.47,48,8,LC,Patch_A,-17.32,3.31,0.49,6.129973315042916e-05,7.11,Gbps,4.88,Error code 404,0,67.04,0.41,4,No,Yes,Water,Rain,Underground,Yes,37.17,Stable,-25.94,OK,Yes,Fluctuating,No,High temperature alarm,86,25,High,Broadband,Low,required,Required,Last 7 Days,"Los Angeles, CA, 90001, Zone B, (34.0522,-118.2437)",Customer Premises,Equipment Failure,Splicer,Government,2,212.46,2.63,0.13,3.55,Unplanned,28.53,49.33,45.79,4.03
2023-03-01 11:00:00,2023-03-01,11:00:00,78.03438684835021,20.068123763426694,1.758820901124426,97.77904219321653,Aerial,39.01,96,16,SC,Patch_C,-23.97,2.01,0.33,0.0005255798484828678,1.62,Gbps,6.83,Error code 404,10,36.14,8.09,0,Yes,No,Water,Storm,Underground,No,3.99,Fluctuating,-25.71,Error,No,Stable,Yes,No alarms,15,36,Low,Enterprise,Medium,required,Required,Last Month,"Chicago, IL, 60601, Zone C, (41.8781,-87.6298)",Aggregation,Power Outage,ONT/OLT Specialist,Residential,8,199.48,5.21,2.22,3.86,Unplanned,79.42,79.56,58.53,13.92
2023-03-01 12:00:00,2023-03-01,12:00:00,77.10292734120969,18.169325985762807,2.0004941472430544,97.80022108383957,Underground,6.0,24,8,LC,Patch_B,-20.83,1.05,0.26,0.0004966457157442922,9.16,Mbps,752.26,Error code 404,10,24.53,5.52,0,Yes,No,Water,Storm,Inside Building,No,28.41,Unstable,-7.34,OK,No,Stable,No,High temperature alarm,6,12,Low,IPTV,Low,required,Required,Custom Date Range,"Los Angeles, CA, 90001, Zone B, (34.0522,-118.2437)",Core,Power Outage,Network Engineer,Government,1,28.35,6.12,2.94,1.22,Unplanned,61.77,48.21,77.2,51.32
2023-03-01 13:00:00,2023-03-01,13:00:00,77.58685188434175,23.434090115437588,2.205306652405347,97.91710367993407,Underground,0.1,96,4,SC,Patch_B,-14.26,3.69,0.39,0.0001441686716502337,0.74,Mbps,144.89,Minor error detected,6,44.32,3.17,1,No,No,Other,Storm,Underground,Yes,21.51,Fluctuating,-8.36,Timeout,Yes,Stable,Yes,Network error alarm,1,16,Medium,Enterprise,Low,required,Required,Last 7 Days,"Los Angeles, CA, 90001, Zone B, (34.0522,-118.2437)",Aggregation,Power Outage,ONT/OLT Specialist,Enterprise,6,57.67,5.07,4.78,6.8,Unplanned,6.41,88.13,37.74,98.52
2023-03-01 14:00:00,2023-03-01,14:00:00,73.76029139502616,24.420725917199366,2.3238120422455832,98.31239179683718,Aerial,35.64,48,8,LC,Patch_B,-10.44,0.86,0.41,0.000920272448530039,0.64,Gbps,5.23,Timeout error,3,80.37,1.26,1,No,Yes,Rodents,Temperature,Inside Building,No,0.98,Stable,-18.66,OK,Yes,Stable,No,No alarms,20,31,Medium,IPTV,High,not required,Not Required,Last 24 Hours,"Chicago, IL, 60601, Zone C, (41.8781,-87.6298)",Aggregation,Signal Degradation,Splicer,Residential,1,43.41,9.27,2.87,2.43,Unplanned,83.88,73.59,16.04,87.66
2023-03-01 15:00:00,2023-03-01,15:00:00,70.31045573000009,24.790398164589114,2.479484257478911,97.99954347449497,Aerial,17.89,24,4,ST,Patch_C,-6.62,4.29,0.24,0.0004407658069101213,1.95,Mbps,250.15,No errors,2,54.2,4.84,4,Yes,No,Water,Rain,Inside Building,No,11.88,Stable,-27.68,OK,No,Unstable,Yes,No alarms,36,31,Low,Broadband,High,required,Required,Last Month,"Los Angeles, CA, 90001, Zone B, (34.0522,-118.2437)",Aggregation,Signal Degradation,Splicer,Enterprise,9,201.08,3.56,0.79,6.29,Unplanned,18.71,31.47,80.0,34.02
2023-03-01 16:00:00,2023-03-01,16:00:00,69.18588067151813,23.073682604226686,2.3692471142132043,98.3229859894887,Underground,12.8,12,0,ST,Patch_B,-6.98,2.62,0.44,0.000994559146050599,9.1,Mbps,359.61,Error code 404,9,112.15,5.25,6,No,Yes,Rodents,Rain,Aerial,Yes,14.31,Fluctuating,-29.64,Error,No,Unstable,Yes,No alarms,2,27,High,IPTV,Low,not required,Not Required,Custom Date Range,"New York, NY, 10001, Zone A, (40.7128,-74.0060)",Customer Premises,Power Outage,ONT/OLT Specialist,Enterprise,9,208.36,6.95,2.59,2.23,Unplanned,97.92,39.53,33.27,54.3
2023-03-01 17:00:00,2023-03-01,17:00:00,67.16021843084928,24.474302363044668,2.205607337528743,98.34385717699334,Aerial,0.74,48,16,SC,Patch_A,-0.82,0.62,0.21,0.00042007287517986907,5.25,Gbps,6.01,Error code 404,8,102.65,7.02,6,No,Yes,None,Storm,Inside Building,Yes,5.68,Fluctuating,-21.36,Timeout,No,Stable,No,Voltage fluctuation alarm,70,28,Medium,Broadband,High,required,Required,Last 24 Hours,"Phoenix, AZ, 85001, Zone E, (33.4484,-112.0740)",Customer Premises,Fiber Break,Network Engineer,Enterprise,6,131.43,2.01,1.98,3.88,Planned,37.67,66.77,28.69,55.27
2023-03-01 18:00:00,2023-03-01,18:00:00,67.78871309603983,23.32302671056912,2.2049324460465525,98.16410036732871,Multi-mode,27.06,24,8,SC,Patch_C,-21.42,3.5,0.34,0.0006079580947259067,7.9,Gbps,3.87,Error code 404,0,13.19,9.7,3,Yes,No,None,Rain,Aerial,Yes,31.61,Fluctuating,-29.72,OK,No,Stable,Yes,Network error alarm,2,24,Low,Enterprise,Medium,required,Required,Last 7 Days,"Chicago, IL, 60601, Zone C, (41.8781,-87.6298)",Aggregation,Fiber Break,Splicer,Government,6,33.96,4.53,2.4,8.57,Unplanned,61.64,89.45,76.43,68.54
2023-03-01 19:00:00,2023-03-01,19:00:00,65.9726649449974,23.567046339859843,2.1708955215415666,97.89803764218091,Single-mode,42.57,12,8,LC,Patch_C,-27.87,2.64,0.3,0.00010476343168890363,2.36,Gbps,4.53,Connection lost,7,16.65,4.35,12,Yes,Yes,Rodents,Storm,Aerial,No,12.2,Stable,-23.1,Rebooted,Yes,Unstable,No,Voltage fluctuation alarm,3,46,Medium,IPTV,Low,required,Required,Last Month,"Chicago, IL, 60601, Zone C, (41.8781,-87.6298)",Aggregation,Fiber Break,Network Engineer,Residential,9,41.19,7.67,0.99,7.39,Planned,7.78,17.87,93.41,68.78
2023-03-01 20:00:00,2023-03-01,20:00:00,63.148057542326825,28.687215416397432,2.0802499116761117,97.8602135640255,Underground,47.89,12,16,LC,Patch_C,-19.63,1.56,0.42,0.00045422836957904547,4.95,Gbps,3.51,Error code 404,0,81.47,4.06,3,Yes,No,Other,Rain,Inside Building,Yes,13.95,Unstable,-17.41,Error,Yes,Fluctuating,No,High temperature alarm,7,21,Low,VoIP,High,required,Required,Last 24 Hours,"New York, NY, 10001, Zone A, (40.7128,-74.0060)",Core,Signal Degradation,Network Engineer,Enterprise,5,197.12,3.02,2.5,1.55,Unplanned,34.47,51.47,91.5,78.98
2023-03-01 21:00:00,2023-03-01,21:00:00,66.07935508016993,28.49509561694813,2.2195274011674546,98.0445435864104,Aerial,28.33,96,16,ST,Patch_C,-7.7,2.17,0.29,0.0002387666552380793,3.65,Gbps,9.38,No errors,4,28.46,3.7,10,Yes,Yes,Water,Temperature,Underground,Yes,44.92,Stable,-26.36,Rebooted,No,Stable,Yes,No alarms,84,26,Low,IPTV,Low,required,Required,Custom Date Range,"New York, NY, 10001, Zone A, (40.7128,-74.0060)",Access,Equipment Failure,ONT/OLT Specialist,Residential,9,223.71,6.31,0.75,6.08,Unplanned,80.24,11.88,13.74,2.5
2023-03-01 22:00:00,2023-03-01,22:00:00,65.62780247919686,30.79364226951948,2.410588442881557,98.01903376233489,Multi-mode,25.77,48,0,LC,Patch_C,-16.86,1.56,0.45,0.0008355649630064365,8.3,Mbps,103.92,Error code 404,9,95.13,8.27,9,Yes,Yes,None,Temperature,Inside Building,No,23.41,Fluctuating,-26.87,Error,Yes,Unstable,No,Voltage fluctuation alarm,64,43,Low,Broadband,Low,required,Required,Last 24 Hours,"New York, NY, 10001, Zone A, (40.7128,-74.0060)",Aggregation,Signal Degradation,Splicer,Residential,5,55.88,2.38,3.72,6.29,Planned,47.72,27.95,50.32,94.37
2023-03-01 23:00:00,2023-03-01,23:00:00,65.76285888857271,29.387289419267706,2.4282698201399264,98.32126474838435,Underground,4.34,12,0,SC,Patch_A,-5.47,1.39,0.38,0.0007839198009479551,0.32,Gbps,3.36,No errors,7,71.37,1.56,2,Yes,No,None,Rain,Aerial,No,19.67,Unstable,-3.11,OK,Yes,Unstable,No,High temperature alarm,41,37,High,VoIP,Medium,not required,Not Required,Last Month,"New York, NY, 10001, Zone A, (40.7128,-74.0060)",Customer Premises,Power Outage,ONT/OLT Specialist,Enterprise,4,12.56,1.92,2.97,0.91,Planned,90.46,68.6,9.29,7.01
2023-03-02 00:00:00,2023-03-02,00:00:00,62.913362516145796,29.31731243827378,2.723775836350979,98.03102961037403,Aerial,27.49,24,8,SC,Patch_C,-13.52,0.9,0.44,0.000824180175445359,2.51,Gbps,6.81,Minor error detected,5,28.35,3.44,10,No,No,Rodents,Temperature,Inside Building,No,36.22,Fluctuating,-12.44,Error,Yes,Fluctuating,No,Voltage fluctuation alarm,54,19,Medium,Broadband,Medium,required,Required,Custom Date Range,"Houston, TX, 77001, Zone D, (29.7604,-95.3698)",Access,Equipment Failure,ONT/OLT Specialist,Government,2,86.12,5.71,0.39,4.66,Planned,57.51,7.77,96.1,47.62
2023-03-02 01:00:00,2023-03-02,01:00:00,61.82459706709543,32.8589137095448,2.4954380135242777,98.02861182080483,Underground,19.06,12,0,SC,Patch_B,-2.11,1.88,0.5,0.0007236097141485137,1.61,Gbps,8.64,Timeout error,6,57.96,7.25,1,No,Yes,Other,Temperature,Inside Building,No,45.49,Stable,-1.97,OK,Yes,Unstable,No,No alarms,41,44,High,VoIP,Medium,required,Required,Custom Date Range,"Chicago, IL, 60601, Zone C, (41.8781,-87.6298)",Access,Fiber Break,ONT/OLT Specialist,Enterprise,2,17.01,7.08,4.45,2.61,Unplanned,92.86,66.24,21.52,91.96
2023-03-02 02:00:00,2023-03-02,02:00:00,62.04644224651516,31.604979593969265,2.456706121668334,97.7781331319222,Aerial,30.4,12,4,SC,Patch_C,-1.56,1.33,0.4,0.0008326833909368277,8.61,Gbps,4.61,Connection lost,10,49.32,0.16,2,No,Yes,Rodents,Temperature,Aerial,No,1.35,Unstable,-19.63,Rebooted,Yes,Stable,Yes,High temperature alarm,5,49,High,VoIP,High,not required,Not Required,Last 24 Hours,"Los Angeles, CA, 90001, Zone B, (34.0522,-118.2437)",Core,Signal Degradation,Network Engineer,Enterprise,1,200.43,2.02,3.08,4.67,Unplanned,98.26,90.08,19.74,48.77
2023-03-02 03:00:00,2023-03-02,03:00:00,59.74445509167056,35.22987670996312,2.313341657547773,97.8508595084472,Underground,19.5,96,0,SC,Patch_C,-27.92,3.45,0.5,0.00020082954934617068,4.73,Gbps,8.47,No errors,7,104.91,2.89,7,Yes,Yes,Rodents,Storm,Inside Building,No,22.47,Unstable,-9.69,OK,Yes,Unstable,Yes,No alarms,89,23,Low,IPTV,High,required,Required,Last Month,"Chicago, IL, 60601, Zone C, (41.8781,-87.6298)",Access,Signal Degradation,ONT/OLT Specialist,Residential,10,123.05,9.26,1.58,7.77,Unplanned,45.39,96.94,88.89,6.36
2023-03-02 04:00:00,2023-03-02,04:00:00,60.495851128361906,36.645380580874075,1.940034334133161,98.02823698646667,Multi-mode,12.09,96,0,ST,Patch_C,-16.31,3.45,0.21,0.00045204432453602514,4.1,Mbps,529.2,Minor error detected,5,4.83,6.41,0,Yes,Yes,Rodents,Rain,Inside Building,Yes,30.58,Stable,-23.86,Error,Yes,Stable,Yes,No alarms,82,46,High,IPTV,High,required,Required,Custom Date Range,"Chicago, IL, 60601, Zone C, (41.8781,-87.6298)",Aggregation,Power Outage,Splicer,Government,3,157.63,3.03,0.23,1.58,Unplanned,56.52,21.66,96.79,22.92
2023-03-02 05:00:00,2023-03-02,05:00:00,59.29457374852429,35.52044702908554,1.9234981969646212,97.94408462773046,Multi-mode,4.84,24,8,ST,Patch_C,-11.71,2.56,0.3,0.0006918471880990883,4.55,Gbps,8.41,Timeout error,10,107.61,1.86,3,Yes,No,Rodents,Rain,Aerial,Yes,16.0,Fluctuating,-11.45,Error,No,Unstable,No,Voltage fluctuation alarm,63,46,Medium,VoIP,Medium,not required,Not Required,Last Month,"Chicago, IL, 60601, Zone C, (41.8781,-87.6298)",Aggregation,Fiber Break,Network Engineer,Residential,1,104.64,2.08,3.16,1.23,Planned,83.49,74.89,69.76,57.87
2023-03-02 06:00:00,2023-03-02,06:00:00,58.711186248937736,36.78526250719658,1.8991486952879646,97.42324185640503,Single-mode,15.81,96,4,SC,Patch_C,-22.32,3.91,0.23,0.000637392860542637,9.72,Mbps,557.3,Timeout error,5,78.6,3.03,6,Yes,Yes,Rodents,Storm,Underground,No,38.64,Fluctuating,-26.11,Error,No,Stable,Yes,Network error alarm,1,7,Medium,VoIP,Low,not required,Not Required,Last 7 Days,"New York, NY, 10001, Zone A, (40.7128,-74.0060)",Customer Premises,Signal Degradation,ONT/OLT Specialist,Government,6,89.47,2.82,1.87,2.69,Unplanned,22.15,92.64,12.1,8.79
2023-03-02 07:00:00,2023-03-02,07:00:00,57.507773024478944,38.73037140645004,2.201838643936391,97.46303148576433,Underground,4.92,12,0,LC,Patch_A,-17.79,4.22,0.28,0.0007163547665196042,8.52,Gbps,3.01,Timeout error,10,88.77,4.86,4,Yes,Yes,Other,Storm,Aerial,Yes,48.58,Fluctuating,-29.94,Rebooted,Yes,Stable,Yes,High temperature alarm,25,50,Low,VoIP,Medium,required,Required,Last 24 Hours,"New York, NY, 10001, Zone A, (40.7128,-74.0060)",Aggregation,Signal Degradation,Splicer,Enterprise,7,61.11,2.53,4.54,9.52,Planned,86.16,9.14,48.59,42.37
2023-03-02 08:00:00,2023-03-02,08:00:00,61.212329393496816,39.97399133088443,2.3280009808473463,97.55037919611104,Single-mode,8.93,12,4,SC,Patch_A,-9.67,2.94,0.45,0.00022425915889284857,7.09,Gbps,4.66,No errors,5,1.31,4.22,1,No,No,Rodents,Temperature,Aerial,Yes,47.18,Stable,-2.05,Timeout,Yes,Unstable,Yes,High temperature alarm,81,13,Low,Broadband,High,required,Required,Last Month,"Houston, TX, 77001, Zone D, (29.7604,-95.3698)",Aggregation,Equipment Failure,ONT/OLT Specialist,Government,9,187.22,1.82,0.17,7.48,Unplanned,59.19,41.4,81.66,32.91
2023-03-02 09:00:00,2023-03-02,09:00:00,61.18533494402095,36.833541891103515,2.1231636159815053,97.63123814710337,Underground,49.37,96,4,ST,Patch_C,-23.2,3.13,0.21,9.843561061028071e-05,2.98,Gbps,9.89,Minor error detected,4,75.76,1.06,0,Yes,Yes,Other,Rain,Inside Building,Yes,13.37,Fluctuating,-13.35,Rebooted,Yes,Stable,No,Network error alarm,46,38,Medium,IPTV,High,required,Required,Last 7 Days,"Chicago, IL, 60601, Zone C, (41.8781,-87.6298)",Core,Signal Degradation,ONT/OLT Specialist,Residential,7,169.98,8.18,0.2,0.19,Unplanned,72.55,91.94,57.25,81.52
2023-03-02 10:00:00,2023-03-02,10:00:00,59.06991308610915,35.37926753945378,2.493982129248343,97.8783945854678,Aerial,22.26,12,4,SC,Patch_A,-11.94,1.49,0.36,0.0009168066612681984,1.74,Mbps,800.56,Error code 404,7,71.03,9.38,5,No,No,Water,Storm,Aerial,Yes,11.39,Unstable,-2.19,OK,Yes,Unstable,Yes,High temperature alarm,15,13,Medium,Broadband,High,required,Required,Last 7 Days,"Phoenix, AZ, 85001, Zone E, (33.4484,-112.0740)",Access,Equipment Failure,ONT/OLT Specialist,Enterprise,4,92.97,5.46,4.75,4.01,Planned,7.99,20.28,13.26,11.01
2023-03-02 11:00:00,2023-03-02,11:00:00,60.71500291031553,34.88423026835077,2.7381888683534137,97.66418384953799,Aerial,26.64,12,16,ST,Patch_B,-9.08,4.48,0.37,0.000560172335395463,9.22,Gbps,6.18,Minor error detected,1,64.93,0.44,12,Yes,No,Water,Temperature,Inside Building,No,47.88,Fluctuating,-19.99,OK,Yes,Unstable,No,Voltage fluctuation alarm,69,4,Low,IPTV,Medium,required,Required,Last Month,"Houston, TX, 77001, Zone D, (29.7604,-95.3698)",Core,Signal Degradation,Network Engineer,Government,4,83.86,4.5,4.82,2.57,Unplanned,76.62,93.38,17.19,68.28
2023-03-02 12:00:00,2023-03-02,12:00:00,58.27331561037349,34.735363410150676,2.854608409047137,97.80022707062808,Single-mode,43.69,24,16,ST,Patch_C,-27.29,0.22,0.37,0.00015382677068148646,4.29,Gbps,2.04,Minor error detected,6,94.52,7.5,12,No,No,Water,Rain,Inside Building,No,22.99,Fluctuating,-20.17,Rebooted,No,Unstable,Yes,High temperature alarm,17,46,High,Enterprise,High,required,Required,Last Month,"New York, NY, 10001, Zone A, (40.7128,-74.0060)",Access,Fiber Break,ONT/OLT Specialist,Government,8,10.29,9.56,0.14,6.38,Planned,31.08,52.72,86.41,40.66
2023-03-02 13:00:00,2023-03-02,13:00:00,58.691042800382995,35.97670760525203,2.8093115892771703,98.03872857312368,Underground,49.78,96,16,SC,Patch_B,-15.07,1.81,0.34,0.0007934367884507797,2.86,Gbps,4.76,Minor error detected,3,67.15,0.71,4,No,Yes,Water,Temperature,Inside Building,Yes,10.49,Unstable,-17.98,Rebooted,Yes,Stable,Yes,Voltage fluctuation alarm,21,20,Medium,Broadband,Medium,not required,Not Required,Last 24 Hours,"Chicago, IL, 60601, Zone C, (41.8781,-87.6298)",Core,Power Outage,Splicer,Residential,4,24.62,4.34,3.58,4.59,Unplanned,80.52,9.99,52.7,58.78
2023-03-02 14:00:00,2023-03-02,14:00:00,54.771702552623445,36.33210960711854,2.617423741932474,97.68301105632237,Single-mode,29.18,12,16,SC,Patch_B,-22.11,3.64,0.44,0.0009149300216993461,4.76,Gbps,3.37,No errors,0,102.99,4.67,2,No,No,None,Rain,Aerial,No,35.38,Unstable,-8.82,OK,No,Unstable,No,High temperature alarm,53,14,Low,IPTV,Low,not required,Not Required,Last 24 Hours,"New York, NY, 10001, Zone A, (40.7128,-74.0060)",Customer Premises,Fiber Break,ONT/OLT Specialist,Government,1,153.35,2.5,1.11,9.64,Unplanned,50.92,44.99,70.58,20.55
